"ID";"kraj";"okres";"zriadovatel";"druh_skoly";"jazyk";"typ_skoly";"nazov";"ulica";"obec";"PSC";"Mat_SJ";"Mat_M";"Mat_MJ";"Mat_SJaSL";"Mat_AJB1";"Mat_AJB2";"Mat_AJC1";"Mat_NJB1";"Mat_NJB2";"Mat_NJC1";"T9_SJ";"T9_M";"T9_MJ";"T9_SJaSL";"riad_skoly";"podm_VaV";"VV_proces";"insp_9R_SJ";"insp_4R_Pri";"insp_9r_Fyz";"insp_9R_Pri";"ucasti";"Kom_M";"Kom_SJ";"mimo_vysl";"nezam";"nezam_okres";"prijati_VS";"uspesnost_VS";"poc_ucitelov";"IKT";"kval";"rozpocet";"vlastne_zdroje"
"3315";"Prešovskı";"Stará ¼ubovòa";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Ve¾kı Lipník 45";"Ve¾kı Lipník";"06533";;;;;;;;;;;"21,8409";"58,0256";;;;;;;;;;;;;;;;;;"48,7302";;;;
"3317";"Prešovskı";"Stará ¼ubovòa";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Vyšné Rubachy 330";"Vyšné Rubachy";"06502";;;;;;;;;;;"64,1966";"70,8097";;;;;;;;;;;;;;;;;;"63,8716";;;;
"3318";"Prešovskı";"Stropkov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Breznica 105";"Breznica";"09101";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"50,5989";;;;
"3320";"Prešovskı";"Stropkov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Bukovce 80";"Bukovce";"09022";;;;;;;;;;;"99,22";"84,9432";;;"77,6895";"74,657";"37,9783";;;;;;;;;;;;;"90,9439";;;;
"3322";"Prešovskı";"Stropkov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Havaj 7";"Havaj";"09023";;;;;;;;;;;"32,7613";"40,9801";;;"83,7545";"20,2166";"37,6895";;;;;;;;;;;;;"75,0839";;;;
"3323";"Prešovskı";"Stropkov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Chotèa 89";"Chotèa";"09021";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"84,0441";;;;
"3325";"Prešovskı";"Stropkov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Kolbovce 8";"Kolbovce";"09031";;;;;;;;;;;"8,89236";"16,3352";;;;;;;;;;;;;;;;;;"90,0815";;;;
"3326";"Prešovskı";"Stropkov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Lomné 74";"Lomné";"09033";;;;;;;;;;;;;;;"6,42599";"10,9025";"15,0903";;;;;;;;;;;;;"99,1375";;;;
"3327";"Prešovskı";"Stropkov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Miòovce 3";"Miòovce";"09032";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"29,2765";;;;
"3328";"Prešovskı";"Stropkov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Niná Olšava 72";"Niná Olšava";"09032";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"0,287494";;;;
"3329";"Prešovskı";"Stropkov";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Hlavná 6";"Stropkov";"09101";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1,36674";;;;
"3332";"Prešovskı";"Stropkov";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"CZŠ sv. Petra a Pavla";"Hrnèiarska 61";"Stropkov";"09101";;;;;;;;;;;"97,2699";"80,4688";;;;;;;;;;;;;;;;;;"62,0029";;;;
"3333";"Prešovskı";"Stropkov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Hrnèiarska 61";"Stropkov";"09101";;;;;;;;;;;"14,1186";"35,4403";;;;;;;;;;;;;;;;;;"91,6627";;;;
"3334";"Prešovskı";"Stropkov";"Samosprávny kraj";"SOŠ elektrotechnická";"Slovenskı";"Stredná odborná škola";"SOŠ elektrotechnická";"Hviezdoslavova 44";"Stropkov";"09112";"22,25";;;;"76,3415";;;;;;;;;;;;;;;;;;;;;;;;;"1,82232";;;;
"3336";"Prešovskı";"Stropkov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Konštantínova 64";"Stropkov";"09101";;;;;;;;;;;"90,4836";"76,8466";;;;;;;;;;;;;;;;;;"34,4514";;;;
"3337";"Prešovskı";"Stropkov";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium";"Konštantínova 64";"Stropkov";"09101";"28,6432";"28,4264";;;;"14,7959";;;;;;;;;"40,9091";"82,5758";"10,6061";;;;;;;;;;;;;"18,8596";;;;
"3338";"Prešovskı";"Stropkov";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Mlynská 7";"Stropkov";"09101";;;;;;;;;;;"32,9953";"34,7301";;;"8,23105";"11,1913";"38,3394";;;;;;;;;;;;;"15,6205";;;;
"3339";"Prešovskı";"Stropkov";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Športová 4";"Stropkov";"09101";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"58,4071";;;;
"3340";"Prešovskı";"Stropkov";"Súkromník";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Súkromná ZUŠ";"Ul. Hlavná 12";"Stropkov";"09101";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"13,2743";;;;
"3342";"Prešovskı";"Stropkov";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Vyšná Olšava 117";"Vyšná Olšava";"09032";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"53,8572";;;;
"3343";"Prešovskı";"Svidník";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Cernina 30";"Cernina";"09016";;;;;;;;;;;"14,2746";"10,2273";;;;;;;;;;;;;;;;;;"72,7839";;;;
"3345";"Prešovskı";"Svidník";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Budovate¾ská 4";"Giraltovce";"08701";;;;;;;;;;;"22,5429";"52,4148";;;"2,88809";"70,2527";"8,37545";;;;;;;;;;;;;"53,3301";;;;
"3346";"Prešovskı";"Svidník";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium";"Dukelská 30";"Giraltovce";"08701";"43,2161";"4,06091";;;;"12,7551";;;;;;;;;;;;;;;;;;;;;;;;"78,5088";;;;
"3347";"Prešovskı";"Svidník";"Súkromník";"Základná škola";"Slovenskı";"Základná škola";"Súkromná ZŠ";"Dukelská 33";"Giraltovce";"08701";;;;;;;;;;;"99,688";"98,3665";;;"29,8195";"69,0253";"26,7148";;;;;;;;;;;;;"67,8486";;;;
"3348";"Prešovskı";"Svidník";"Súkromník";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Súkr. stred. odb. škola";"Dukelská 33";"Giraltovce";"08701";"91,25";"76";;;"95,1219";;;;;;;;;;;;;;;;;;;;;;;;;"74,2597";;;;
"3349";"Prešovskı";"Svidník";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Dukelská 53";"Giraltovce";"08701";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"47,7876";;;;
"3351";"Prešovskı";"Svidník";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Spojená škola - ŠZŠ";"Kpt. Nálepku 122";"Giraltovce";"08701";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"3352";"Prešovskı";"Svidník";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Kalnište 91";"Kalnište";"08701";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"95,6876";;;;
"3353";"Prešovskı";"Svidník";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Kraèúnovce 162";"Kraèúnovce";"08701";;;;;;;;;;;"35,0234";"34,7301";;;;;;;;;;;;;;;;;;"48,0594";;;;
"3354";"Prešovskı";"Svidník";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Krajná Po¾ana 38";"Krajná Po¾ana";"09005";;;;;;;;;;;"2,4181";"1,91761";;;;;;;;;;;;;;;;;;"64,0632";;;;
"3355";"Prešovskı";"Svidník";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Krulová 103";"Krulová";"09002";;;;;;;;;;;"12,7145";"2,84091";;;"12,3466";"32,2022";"8,30325";;;;;;;;;;;;;"75,9942";;;;
"3356";"Prešovskı";"Svidník";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Kuková 33";"Kuková";"08644";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"97,173";;;;
"3357";"Prešovskı";"Svidník";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Kurimka 97";"Kurimka";"09016";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"3358";"Prešovskı";"Svidník";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Ladomirová 32";"Ladomirová";"09003";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"31,5764";;;;
"3359";"Prešovskı";"Svidník";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Lúèka 92";"Lúèka";"08701";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"97,173";;;;
"3361";"Prešovskı";"Svidník";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Ninı Mirošov 56";"Ninı Mirošov";"09011";;;;;;;;;;;"1,09204";"2,91193";;;;;;;;;;;;;;;;;;"57,5467";;;;
"3362";"Prešovskı";"Svidník";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Okrúhle 3";"Okrúhle";"09042";;;;;;;;;;;"84,9454";"95,3835";;;;;;;;;;;;;;;;;;"72,5443";;;;
"3364";"Prešovskı";"Svidník";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Rovné 52";"Rovné";"09016";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"91,3752";;;;
"3366";"Prešovskı";"Svidník";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"8. mája 39";"Svidník";"08901";;;;;;;;;;;"21,0608";"21,804";;;;;;;;;;;;;;;;;;"47,149";;;;
"3367";"Prešovskı";"Svidník";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Bardejovská 18";"Svidník";"08901";"59";;;;"91,9512";"74,6114";;;;;;;;;;;;;;;;;;;;;;;;"65,3759";;;;
"3368";"Prešovskı";"Svidník";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Spojená škola - ZŠ";"Centrálna 2";"Svidník";"08901";;;;;;;;;;;"14,7426";"23,6506";;;;;;;;;;;;;;;;;;"67,8965";;;;
"3369";"Prešovskı";"Svidník";"Samosprávny kraj";"Obchodná akadémia";"Slovenskı";"Stredná odborná škola";"Spojená škola - OA";"Centrálna 464";"Svidník";"08901";"51,25";;;;"95,8537";;;"8,18182";;;;;;;;;;;;;;;;;;;;;;"34,6241";;;;
"3370";"Prešovskı";"Svidník";"Obèianske zdruenia";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Súkromná ŠZŠ";"Dezidera Millyho 1";"Svidník";"08901";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"3371";"Prešovskı";"Svidník";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Karpatská 11";"Svidník";"08901";;;;;;;;;;;"18,0187";"28,5511";;;;;;;;;;;;;;;;;;"58,505";;;;
"3372";"Prešovskı";"Svidník";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium dukl. hrdinov";"Komenského 16";"Svidník";"08924";"41,7085";"39,5939";;;;"29,0816";;;;;;;;;;;;;;;;;;;;;;;;"46,0526";;;;
"3373";"Prešovskı";"Svidník";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Komenského 22";"Svidník";"08901";;;;;;;;;;;"73,947";"70,8097";;;;;;;;;;;;;;;;;;"37,0867";;;;
"3374";"Prešovskı";"Svidník";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Komenského 62";"Svidník";"08901";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"24,7788";;;;
"3375";"Prešovskı";"Svidník";"Krajskı úrad, Okresnı úrad";"Praktická škola internátna";"Slovenskı";"Špeciálna stredná škola";"Spojená škola i. - PŠI";"Partizánska 52";"Svidník";"08901";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"73,0159";;;;
"3376";"Prešovskı";"Svidník";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola int.";"Slovenskı";"Špeciálna základná škola";"Spojená škola int.-ŠZŠi";"Partizánska 52";"Svidník";"08901";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"3377";"Prešovskı";"Svidník";"Samosprávny kraj";"SOŠ technická";"Slovenskı";"Stredná odborná škola";"SOŠ technická";"Pionierska 4";"Svidník";"08901";"99,25";;;;"98,5366";;;;;;;;;;;;;;;;;;;;;;;;;"60,1367";;;;
"3378";"Prešovskı";"Svidník";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"CZŠ sv. Juraja";"Soviet. hrdinov 111";"Svidník";"08901";;;;;;;;;;;"57,9563";"80,7528";;;;;;;;;;;;;;;;;;"80,8816";;;;
"3379";"Prešovskı";"Svidník";"Samosprávny kraj";"Stredná priemyselná škola";"Slovenskı";"Stredná odborná škola";"SPŠ odevná";"Sovietskych hrdinov 369/24";"Svidník";"08901";"16,75";;;;"39,5122";;;;;;;;;;;;;;;;;;;;;;;;;"86,7882";;;;
"3381";"Prešovskı";"Svidník";"Cirkev, cirkevné spoloèenstvo";"Stredná zdravotnícka škola";"Slovenskı";"Stredná odborná škola";"Str. zdravotnícka škola";"Sovietskych hrdinov 80";"Svidník";"08901";"5,75";;;;"26,8293";;;"11,8182";;;;;;;;;;;;;;;;;;;;;;"94,3052";;;;
"3383";"Prešovskı";"Svidník";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Vyšnı Mirošov 44";"Vyšnı Mirošov";"09011";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"75,0839";;;;
"3384";"Prešovskı";"Svidník";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Vyšnı Orlík 84";"Vyšnı Orlík";"09011";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"95,8792";;;;
"3386";"Prešovskı";"Svidník";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"elmanovce 26";"elmanovce";"08644";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"97,173";;;;
"3388";"Prešovskı";"Vranov nad Top¾ou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Banské 239";"Banské";"09412";;;;;;;;;;;;;;;"57,8339";"61,0108";"13,2852";;;;;;;;;;;;;"40,2971";;;;
"3389";"Prešovskı";"Vranov nad Top¾ou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Benkovce 49";"Benkovce";"09402";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"3390";"Prešovskı";"Vranov nad Top¾ou";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Bystré 347";"Bystré";"09434";;;;;;;;;;;"40,7956";"53,9773";;;"75,7401";"79,278";"56,6787";;;;;;;;;;;;;"26,2578";;;;
"3391";"Prešovskı";"Vranov nad Top¾ou";"Samosprávny kraj";"SOŠ po¾noh. a slu. na vidieku";"Slovenskı";"Stredná odborná škola";"Spojená škola - SOŠ";"Èaklov 249";"Èaklov";"09435";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"83,1435";;;;
"3393";"Prešovskı";"Vranov nad Top¾ou";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Èaklov 495";"Èaklov";"09435";;;;;;;;;;;"1,63807";"1,5625";;;"100";"100";"16,7509";;;;;;;;;;;;;"2,49162";;;;
"3394";"Prešovskı";"Vranov nad Top¾ou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Èièava 34";"Èièava";"09301";;;;;;;;;;;;;;;"85,8484";"92,7076";"43,6823";;;;;;;;;;;;;"38,62";;;;
"3395";"Prešovskı";"Vranov nad Top¾ou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Èierne nad Top¾ou 212";"Èierne nad Top¾ou";"09434";;;;;;;;;;;;;;;"33,3574";"24,6931";"89,4585";;;;;;;;;;;;;"97,7959";;;;
"3396";"Prešovskı";"Vranov nad Top¾ou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Ïapalovce 1";"Ïapalovce";"09405";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"89,9856";;;;
"3397";"Prešovskı";"Vranov nad Top¾ou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Davidov 71";"Davidov";"09303";;;;;;;;;;;;;;;"81,7328";"60,0722";"33,2852";;;;;;;;;;;;;"91,3752";;;;
"3398";"Prešovskı";"Vranov nad Top¾ou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Dlhá 35";"Dlhé Klèovo";"09413";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"74,0776";;;;
"3399";"Prešovskı";"Vranov nad Top¾ou";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Budovate¾ská 17";"Hanušovce nad Top¾ou";"09431";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"3400";"Prešovskı";"Vranov nad Top¾ou";"Krajskı úrad, Okresnı úrad";"Praktická škola";"Slovenskı";"Špeciálna stredná škola";"Spojená škola - PŠ";"Kukorelliho 552";"Hanušovce nad Top¾ou";"09431";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"19,0476";;;;
"3401";"Prešovskı";"Vranov nad Top¾ou";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Spojená škola - ŠZŠ";"Kukorelliho 552";"Hanušovce nad Top¾ou";"09431";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"3402";"Prešovskı";"Vranov nad Top¾ou";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Štúrova 341";"Hanušovce nad Top¾ou";"09431";;;;;;;;;;;"44,4618";"31,6761";;;"71,6968";"80,2888";"55,6679";;;;;;;;;;;;;"29,9952";;;;
"3403";"Prešovskı";"Vranov nad Top¾ou";"Cirkev, cirkevné spoloèenstvo";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Cirkevná základná škola";"Sládkovièova 1994";"Hencovce";"09302";;;;;;;;;;;;;;;"47,3646";"41,3718";"37,4729";;;;;;;;;;;;;"79,0609";;;;
"3404";"Prešovskı";"Vranov nad Top¾ou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Hermanovce nad Top¾ou 116";"Hermanovce Nad Top¾ou";"09434";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"95,8792";;;;
"3406";"Prešovskı";"Vranov nad Top¾ou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Hlinné 138";"Hlinné";"09435";;;;;;;;;;;;;;;"91,5523";"91,9134";"82,9603";;;;;;;;;;;;;"71,9214";;;;
"3407";"Prešovskı";"Vranov nad Top¾ou";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Holèíkovce 44";"Holèíkovce";"09405";;;;;;;;;;;"6,31825";"5,39773";;;"58,917";"33,574";"45,9206";;;;;;;;;;;;;"63,5841";;;;
"3408";"Prešovskı";"Vranov nad Top¾ou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Jastrabie nad Top¾ou 112";"Jastrabie Nad Top¾ou";"09435";;;;;;;;;;;;;;;"4,18773";"0,144404";"0";;;;;;;;;;;;;"90,7044";;;;
"3409";"Prešovskı";"Vranov nad Top¾ou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Juskova Vo¾a 91";"Juskova Vo¾a";"09412";;;;;;;;;;;;;;;"0,64982";"1,08303";"0,577617";;;;;;;;;;;;;"97,173";;;;
"3410";"Prešovskı";"Vranov nad Top¾ou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Kamenná Poruba 110";"Kamenná Poruba";"09303";;;;;;;;;;;;;;;"25,0542";"22,4549";"0,505415";;;;;;;;;;;;;"41,9262";;;;
"3411";"Prešovskı";"Vranov nad Top¾ou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Kladzany 45";"Kladzany";"09421";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"90,7044";;;;
"3412";"Prešovskı";"Vranov nad Top¾ou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Matiaška 43";"Matiaška";"09431";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"75,0839";;;;
"3414";"Prešovskı";"Vranov nad Top¾ou";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Ninı Hrabovec 155";"Ninı Hrabovec";"09421";;;;;;;;;;;"2,4181";"4,11932";;;;;;;;;;;;;;;;;;"27,0724";;;;
"3415";"Prešovskı";"Vranov nad Top¾ou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Ninı Hrušov 211";"Ninı Hrušov";"09422";;;;;;;;;;;;;;;"65,343";"49,8195";"12,2744";;;;;;;;;;;;;"89,0752";;;;
"3416";"Prešovskı";"Vranov nad Top¾ou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Nová Kelèa 68";"Nová Kelèa";"09404";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"93,8189";;;;
"3417";"Prešovskı";"Vranov nad Top¾ou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Ondavské Matiašovce 20";"Ondavské Matiašovce";"09401";;;;;;;;;;;;;;;"91,6968";"85,8484";"65,704";;;;;;;;;;;;;"45,472";;;;
"3418";"Prešovskı";"Vranov nad Top¾ou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Pavlovce 5";"Pavlovce";"09431";;;;;;;;;;;;;;;"76,6065";"66,7148";"63,7545";;;;;;;;;;;;;"76,5213";;;;
"3419";"Prešovskı";"Vranov nad Top¾ou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Petrovce 114";"Petrovce";"09431";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"94,7772";;;;
"3420";"Prešovskı";"Vranov nad Top¾ou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Poša 21";"Poša";"09421";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"3421";"Prešovskı";"Vranov nad Top¾ou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Remeniny 101";"Remeniny";"09431";;;;;;;;;;;;;;;"61,083";"14,657";"28,1588";;;;;;;;;;;;;"82,0795";;;;
"3422";"Prešovskı";"Vranov nad Top¾ou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Rudlov 126";"Rudlov";"09435";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"63,2487";;;;
"3423";"Prešovskı";"Vranov nad Top¾ou";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 389";"Saèurov";"09413";;;;;;;;;;;"57,9563";"42,1165";;;;;;;;;;;;;;;;;;"47,4844";;;;
"3424";"Prešovskı";"Vranov nad Top¾ou";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 558";"Seèovská Polianka";"09414";;;;;;;;;;;"12,7145";"18,5369";;;"82,8881";"70,5415";"68,0866";;;;;;;;;;;;;"11,2602";;;;
"3425";"Prešovskı";"Vranov nad Top¾ou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Sedliská 92";"Sedliská";"09409";;;;;;;;;;;;;;;"100";"91,8412";"23,4657";;;;;;;;;;;;;"75,4672";;;;
"3426";"Prešovskı";"Vranov nad Top¾ou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Skrabské 77";"Skrabské";"09433";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"73,5506";;;;
"3428";"Prešovskı";"Vranov nad Top¾ou";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Slovenská Kajòa 54";"Slovenská Kajòa";"09402";;;;;;;;;;;"97,4259";"94,5312";;;;;;;;;;;;;;;;;;"69,2861";;;;
"3430";"Prešovskı";"Vranov nad Top¾ou";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"So¾ 53";"So¾";"09435";;;;;;;;;;;"5,0702";"5,68182";;;;;;;;;;;;;;;;;;"31,0973";;;;
"3432";"Prešovskı";"Vranov nad Top¾ou";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Tovarné 173";"Tovarné";"09401";;;;;;;;;;;"66,0686";"45,6676";;;;;;;;;;;;;;;;;;"76,6651";;;;
"3433";"Prešovskı";"Vranov nad Top¾ou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Školská 424";"Vechec";"09412";;;;;;;;;;;;;;;"83,3935";"82,3105";"14,8736";;;;;;;;;;;;;"4,79157";;;;
"3434";"Prešovskı";"Vranov nad Top¾ou";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"A. Dubèeka 2";"Vranov nad Top¾ou";"09301";"5,5";;;;"7,56098";;;;;;;;;;;;;;;;;;;;;;;;;"52,8474";;;;
"3435";"Prešovskı";"Vranov nad Top¾ou";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"A. Dubèeka 880";"Vranov nad Top¾ou";"09301";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"56,6372";;;;
"3436";"Prešovskı";"Vranov nad Top¾ou";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Bernolákova 1061";"Vranov nad Top¾ou";"09347";;;;;;;;;;;"63,1045";"78,4091";;;"78,6282";"82,0939";"55,8845";;;;;;;;;;;;;"3,78534";;;;
