"ID";"kraj";"okres";"zriadovatel";"druh_skoly";"jazyk";"typ_skoly";"nazov";"ulica";"obec";"PSC";"Mat_SJ";"Mat_M";"Mat_MJ";"Mat_SJaSL";"Mat_AJB1";"Mat_AJB2";"Mat_AJC1";"Mat_NJB1";"Mat_NJB2";"Mat_NJC1";"T9_SJ";"T9_M";"T9_MJ";"T9_SJaSL";"riad_skoly";"podm_VaV";"VV_proces";"insp_9R_SJ";"insp_4R_Pri";"insp_9r_Fyz";"insp_9R_Pri";"ucasti";"Kom_M";"Kom_SJ";"mimo_vysl";"nezam";"nezam_okres";"prijati_VS";"uspesnost_VS";"poc_ucitelov";"IKT";"kval";"rozpocet";"vlastne_zdroje"
"412";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s VJM";"Komenského 1";"Gabèíkovo";"93005";;;;;;;;;;;;"47,017";"77,6119";"63,4328";"42,6715";"91,6245";"38,917";;;;;;;;;;;;;"66,1715";;;;
"413";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Komenského 3";"Gabèíkovo";"93005";;;;;;;;;;;"12,5585";"30,4688";;;;;;;;;;;;;;;;;;"40,2971";;;;
"414";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s VJM";"Póšfa 82";"Holice";"93034";;;;;;;;;;;;"71,2358";"85,8209";"67,9104";;;;;;;;;;;;;;;;"69,4298";;;;
"415";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s VJM";"Hlavná 120";"Horná Potôò";"93036";;;;;;;;;;;;"62,1449";"94,7761";"56,7164";"12,13";"3,97112";"10,3249";;;;;;;;;;;;;"85,0982";;;;
"416";"Trnavskı";"Dunajská Streda";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s VJM";"Školská ulica 5";"Horné Mıto";"93013";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"96,1188";;;;
"417";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s VJM";"Hlavná 45";"Hornı Bar";"93033";;;;;;;;;;;;"56,392";"81,3433";"91,0448";;;;;;;;;;;;;;;;"69,2861";;;;
"418";"Trnavskı";"Dunajská Streda";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Hviezdoslavov 51";"Hviezdoslavov";"93041";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"419";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s VJM";"Záhradná 202";"Jahodná";"93021";;;;;;;;;;;;"72,8693";"96,2687";"77,6119";;;;;;;;;;;;;;;;"85,7691";;;;
"421";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s VJM";"Šipošovské 514";"Kostolné Kraèany";"93003";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"95,9751";;;;
"422";"Trnavskı";"Dunajská Streda";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s VJM";"Kútniky 644";"Kútniky";"92901";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"92,6689";;;;
"423";"Trnavskı";"Dunajská Streda";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Kvetoslavov 266";"Kvetoslavov";"93041";;;;;;;;;;;;;;;"56,7509";"2,31047";"32,6354";;;;;;;;;;;;;"0,479157";;;;
"424";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s VJM";"Školská 116";"Lehnice";"93037";;;;;;;;;;;;"4,75852";"43,2836";"44,0299";"8,80866";"1,58845";"14,4404";;;;;;;;;;;;;"78,4859";;;;
"426";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 840";"Lehnice";"93037";;;;;;;;;;;"10,3744";"8,30966";;;"3,03249";"13,0686";"0,288809";;;;;;;;;;;;;"38,4763";;;;
"428";"Trnavskı";"Dunajská Streda";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s VJM";"Hlavná 23";"Mad";"93014";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"93,8189";;;;
"429";"Trnavskı";"Dunajská Streda";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s VJM";"Malé Dvorníky 277";"Malé Dvorníky";"92901";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"22,9995";;;;
"430";"Trnavskı";"Dunajská Streda";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s VJM";"Mierovo 22";"Mierovo";"93041";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"93,8189";;;;
"433";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s VJM";"Novı ivot 1";"Novı ivot";"93038";;;;;;;;;;;;"20,2415";"55,2239";"73,8806";"14,1516";"65,0542";"28,0866";;;;;;;;;;;;;"87,4461";;;;
"434";"Trnavskı";"Dunajská Streda";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s VJM";"Ohrady 20";"Ohrady";"93012";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"92,5252";;;;
"435";"Trnavskı";"Dunajská Streda";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola int.";"Maïarskı";"Špeciálna základná škola";"Spojená škola";"Gorkého 90";"Okoè";"93028";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"436";"Trnavskı";"Dunajská Streda";"Krajskı úrad, Okresnı úrad";"Odborné uèilište internátne";"Maïarskı";"Špeciálna stredná škola";"OU internátne";"Gorkého 90";"Okoè";"93028";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"46,8254";;;;
"437";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s VJM";"Hlavná 22";"Okoè";"93028";;;;;;;;;;;;"19,4602";"38,806";"27,6119";;;;;;;;;;;;;;;;"37,7096";;;;
"438";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s MŠ VJM";"Hlavná 193";"Orechová Potôò";"93002";;;;;;;;;;;;"80,0426";"100";"89,5522";;;;;;;;;;;;;;;;"61,6675";;;;
"440";"Trnavskı";"Dunajská Streda";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s VJM";"Padáò 289";"Padáò";"92901";;;;;;;;;;;;;;;"2,31047";"4,04332";"7,22022";;;;;;;;;;;;;"99,1375";;;;
"441";"Trnavskı";"Dunajská Streda";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s MŠ VJM";"Pataš 228";"Pataš";"92901";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"78,1025";;;;
"442";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s VJM";"Rohovce 106";"Rohovce";"93030";;;;;;;;;;;;;;;"21,9495";"4,40433";"11,1191";;;;;;;;;;;;;"84,092";;;;
"443";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola M.Bela";"Kláštorná 4";"Šamorín";"93101";;;;;;;;;;;"42,6677";"53,6222";;;"23,7545";"12,9242";"18,7726";;;;;;;;;;;;;"29,3244";;;;
"444";"Trnavskı";"Dunajská Streda";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s VJM";"Mlieèno 124";"Šamorín";"93101";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"60,7571";;;;
"445";"Trnavskı";"Dunajská Streda";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Parková 4";"Šamorín";"93101";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"86,1357";;;;
"446";"Trnavskı";"Dunajská Streda";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špec. základná škola";"Pomlejská cesta 1";"Šamorín";"93101";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"447";"Trnavskı";"Dunajská Streda";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Maïarskı";"Špeciálna základná škola";"Špeciálna ZŠ s VJM";"Pomlejská cesta 1";"Šamorín";"93101";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"448";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s VJM";"Rybárska 2";"Šamorín";"93101";;;;;;;;;;;;"44,1051";"61,194";"70,1493";"34,296";"94,5848";"27,5812";;;;;;;;;;;;;"6,80403";;;;
"449";"Trnavskı";"Dunajská Streda";"Samosprávny kraj";"Gymnázium";"Maïarskı";"Gymnázium";"Gymnáz.I.Madácha s VJM";"Slneèná 2";"Šamorín";"93101";;"17,7665";"5";"25";;"29,0816";;;;;;"44,6429";"0";"83,3333";;;;;;;;;;;;;;;;"61,4035";;;;
"450";"Trnavskı";"Dunajská Streda";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium M.R.Štefánika";"Slneèná 2";"Šamorín";"93101";"26,1307";"41,6244";;;;"71,9388";;;;;"72,8972";"90,1786";;;"18,9394";"56,0606";"0,757576";;;;;;;;;;;;;"15,3509";;;;
"452";"Trnavskı";"Dunajská Streda";"Drustvo";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Súkr. SOŠ SD Jednota";"Vinohradská 48";"Šamorín";"93101";"6,25";;;;"44,6341";;;"16,8182";;;;;;;;;;;;;;;;;;;;;;"87,2437";;;;
"453";"Trnavskı";"Dunajská Streda";"Drustvo";"Hotelová akadémia";"Slovenskı";"Stredná odborná škola";"Súkr. HA SD Jednota";"Vinohradská 48";"Šamorín";"93101";"10,5";;;;"16,3415";"26,4249";;;;;;;;;;;;;;;;;;;;;;;;"95,8998";;;;
"454";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s VJM";"Štvrtok na Ostrove 416";"Štvrtok na Ostrove";"93040";;;;;;;;;;;;"3,83523";"5,97015";"31,3433";;;;;;;;;;;;;;;;"91,3752";;;;
"456";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s VJM";"Hlavná 115";"Topo¾níky";"93011";;;;;;;;;;;;"15,1989";"38,806";"48,5075";;;;;;;;;;;;;;;;"49,2573";;;;
"457";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Zákl.škola s MŠ s VaVJM";"Školská 492";"Trhová Hradská";"93013";;;;;;;;;;;;"26,2074";"72,3881";"22,3881";;;;;;;;;;;;;;;;"60,7571";;;;
"459";"Trnavskı";"Dunajská Streda";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Ve¾ká Paka 253";"Ve¾ká Paka";"93051";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1,10206";;;;
"460";"Trnavskı";"Dunajská Streda";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s VJM";"Ve¾ké Blahovo 149";"Ve¾ké Blahovo";"93001";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"84,0441";;;;
"462";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s VJM";"Bratislavská 38";"Ve¾kı Meder";"93201";;;;;;;;;;;;"25,2841";"59,7015";"29,8507";"100";"91,6245";"60,8664";;;;;;;;;;;;;"67,3215";;;;
"463";"Trnavskı";"Dunajská Streda";"Samosprávny kraj";"Gymnázium";"Maïarskı";"Gymnázium";"Gymnáz.M.Korvína s VJM";"Bratislavská 38";"Ve¾kı Meder";"93212";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"464";"Trnavskı";"Dunajská Streda";"Samosprávny kraj";"Obchodná akadémia";"Slovenskı - maïarskı ";"Stredná odborná škola";"Obchodná akadémia";"Bratislavská 38";"Ve¾kı Meder";"93201";"98";;"94,1176";"52,9412";"97,3171";"25,9067";;"65";"0";;;;;;;;;;;;;;;;;;;;;"57,1754";;;;
"466";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Nám. Bélu Bartóka 20";"Ve¾kı Meder";"93201";;;;;;;;;;;"19,6568";"34,0909";;;"73,6462";"93,0686";"46,2816";;;;;;;;;;;;;"45,472";;;;
"467";"Trnavskı";"Dunajská Streda";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"eleznièná 16";"Ve¾kı Meder";"93201";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"86,7257";;;;
"468";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s VJM";"Školská 204";"Vrakúò";"93025";;;;;;;;;;;;"17,4716";"52,2388";"32,0896";"100";"93,0686";"87,7256";;;;;;;;;;;;;"53,3781";;;;
"469";"Trnavskı";"Dunajská Streda";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Malá 231";"Vydrany";"93016";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"91,9981";;;;
"470";"Trnavskı";"Dunajská Streda";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s VJM";"Malá 231";"Vydrany";"93016";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"78,1025";;;;
"471";"Trnavskı";"Dunajská Streda";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špec. základná škola";"Èakanská cesta 1";"Zlaté Klasy";"93039";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"472";"Trnavskı";"Dunajská Streda";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Èakanská cesta 3";"Zlaté Klasy";"93039";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"64,6018";;;;
"474";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Hlavná 25";"Zlaté Klasy";"93039";;;;;;;;;;;"28,7832";"22,9403";;;"32,2022";"22,7437";"3,75451";;;;;;;;;;;;;"1,96454";;;;
"475";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s VJM";"Školská 8";"Zlaté Klasy";"93039";;;;;;;;;;;;"25,9943";"56,7164";"71,6418";"76,8953";"47,87";"25,4152";;;;;;;;;;;;;"61,7154";;;;
"476";"Trnavskı";"Dunajská Streda";"Súkromník";"Stredná odborná škola";"Slovenskı - maïarskı ";"Stredná odborná škola";"Súkromná SOŠ";"Trhovisko 1";"Zlaté Klasy";"93039";;;"52,9412";"2,94118";;;;"1,36364";;;;;;;;;;;;;;;;;;;;;;"71,754";;;;
"477";"Trnavskı";"Galanta";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 4";"Abrahám";"92545";;;;;;;;;;;"42,6677";"58,5938";;;;;;;;;;;;;;;;;;"69,2861";;;;
"478";"Trnavskı";"Galanta";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s VJM";"Èierna Voda 22";"Èierna Voda";"92506";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"95,5438";;;;
"479";"Trnavskı";"Galanta";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Hlavná 148";"Èierny Brod";"92508";;;;;;;;;;;"11,1544";"13,0682";;;"19,1336";"29,3863";"7,87004";;;;;;;;;;;;;"49,3052";;;;
"480";"Trnavskı";"Galanta";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s VJM";"Hlavná 148";"Èierny Brod";"92508";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"89,0752";;;;
"481";"Trnavskı";"Galanta";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Jána Majku 695";"Dolná Streda";"92563";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"8,81648";;;;
"482";"Trnavskı";"Galanta";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s VJM";"Dolné Saliby 122";"Dolné Saliby";"92502";;;;;;;;;;;;;;;"63,3935";"46,6426";"59,9278";;;;;;;;;;;;;"91,9981";;;;
"483";"Trnavskı";"Galanta";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Dolné Saliby 19";"Dolné Saliby";"92502";;;;;;;;;;;;;;;"34,3682";"24,6931";"0,866426";;;;;;;;;;;;;"92,3335";;;;
"485";"Trnavskı";"Galanta";"Samosprávny kraj";"SOŠ technická";"Slovenskı - maïarskı ";"Stredná odborná škola";"SOŠ technická";"Esterházyovcov 10";"Galanta";"92434";"75,5";;;;"59,5122";"4,66321";;"79,5455";;;;;;;;;;;;;;;;;;;;;;"72,2096";;;;
"486";"Trnavskı";"Galanta";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Hlavná 20";"Galanta";"92401";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"96,7552";;;;
"487";"Trnavskı";"Galanta";"Súkromník";"Gymnázium";"Slovenskı a Anglickı bil.";"Gymnázium";"Súkromné bilingválne gymnázium";"Hodská 10";"Galanta";"92401";"46,7337";;;;;;"45,7143";;;;;;;;;;;;;;;;;;;;;;;"58,7719";;;;
"488";"Trnavskı";"Galanta";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Mierová 10";"Galanta";"92401";;;;;;;;;;;"23,7129";"17,4006";;;;;;;;;;;;;;;;;;"11,356";;;;
"489";"Trnavskı";"Galanta";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špec. základná škola";"Šafárikova 38";"Galanta";"92401";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"490";"Trnavskı";"Galanta";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špec. základná škola";"Šafárikova 38";"Galanta";"92401";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"491";"Trnavskı";"Galanta";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Štefánikova 01";"Galanta";"92401";;;;;;;;;;;"23,7129";"15,767";;;;;;;;;;;;;;;;;;"19,7413";;;;
"492";"Trnavskı";"Galanta";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Štvr SNP 30";"Galanta";"92401";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"4,71976";;;;
"493";"Trnavskı";"Galanta";"Samosprávny kraj";"Gymnázium";"Maïarskı";"Gymnázium";"Gym. Z.Kodálya s VJM";"Štvr SNP 34";"Galanta";"92401";;"83,7563";"45";"65";;"81,6327";;;"21,7391";;;"10,7143";"33,3333";"100";;;;;;;;;;;;;;;;"43,8596";;;;
"494";"Trnavskı";"Galanta";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium J. Matúšku";"Štvr SNP 34";"Galanta";"92401";"40,7035";"32,9949";;;;"58,1633";;;"17,3913";;"76,6355";"59,8214";;;;;;;;;;;;;;;;;;"27,193";;;;
"495";"Trnavskı";"Galanta";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Štvr SNP 49";"Galanta";"92401";;;;;;;;;;;"47,5819";"40,4119";;;"32,2022";"57,4007";"13,4296";;;;;;;;;;;;;"20,9391";;;;
"496";"Trnavskı";"Galanta";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s VJM";"Švermova 8";"Galanta";"92401";;;;;;;;;;;;"15,1989";"35,8209";"57,4627";;;;;;;;;;;;;;;;"32,4389";;;;
"497";"Trnavskı";"Galanta";"Samosprávny kraj";"SOŠ obchodu a sluieb";"Slovenskı";"Stredná odborná škola";"SOŠ obchodu a sluieb";"Z. Kodálya 765";"Galanta";"92447";"48,75";;;;"73,6585";;;"47,7273";;;;;;;;;;;;;;;;;;;;;;"60,1367";;;;
"498";"Trnavskı";"Galanta";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základ.škola s MŠ s VJM";"Hlavná 299";"Horné Saliby";"92503";;;;;;;;;;;;"78,4091";"64,1791";"61,9403";"52,3466";"36,7509";"19,639";;;;;;;;;;;;;"55,3426";;;;
"499";"Trnavskı";"Galanta";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Hlavná 299";"Horné Saliby";"92503";;;;;;;;;;;"22,4649";"18,0398";;;"21,9495";"7,22022";"25,0542";;;;;;;;;;;;;"57,93";;;;
"501";"Trnavskı";"Galanta";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s VJM";"Školská 1";"Jelka";"92523";;;;;;;;;;;;"92,2585";"88,806";"82,8358";"9,9639";"0,722022";"14,1516";;;;;;;;;;;;;"78,1984";;;;
"502";"Trnavskı";"Galanta";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 399";"Jelka";"92523";;;;;;;;;;;"4,44618";"3,19602";;;"39,1336";"96,6787";"4,04332";;;;;;;;;;;;;"59,1279";;;;
"503";"Trnavskı";"Galanta";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špec. základná škola";"Školská 399";"Jelka";"92523";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"504";"Trnavskı";"Galanta";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Maïarskı";"Špeciálna základná škola";"Špec. ZŠ s VJM";"Školská 399";"Jelka";"92523";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"506";"Trnavskı";"Galanta";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Košúty 27";"Košúty";"92509";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"62,5299";;;;
"507";"Trnavskı";"Galanta";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s VJM";"Košúty 27";"Košúty";"92509";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"89,0752";;;;
"508";"Trnavskı";"Galanta";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s VJM";"Salibská 6";"Krá¾ov Brod";"92541";;;;;;;;;;;;;;;"16,8231";"93,7184";"50,7581";;;;;;;;;;;;;;;;;
"509";"Trnavskı";"Galanta";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s MŠ VJM";"Hájska 744";"Matúškovo";"92501";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"510";"Trnavskı";"Galanta";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Hlavná 525";"Matúškovo";"92501";;;;;;;;;;;;;;;"39,7112";"26,7148";"8,59206";;;;;;;;;;;;;"84,9545";;;;
"511";"Trnavskı";"Galanta";"Obec";"Základná škola";"Maïarskı";"Základná škola";"ZŠ s MŠ s VJM";"Mostová 210";"Mostová";"92507";;;;;;;;;;;;"22,2301";"48,5075";"52,9851";;;;;;;;;;;;;;;;"63,7758";;;;
"512";"Trnavskı";"Galanta";"Súkromník";"Stredná odborná škola";"Maïarskı";"Stredná odborná škola";"Súkromná SOŠ";"Mostová 53";"Mostová";"92507";;;"88,2353";"67,6471";"39,0244";"0,518135";;"65";;;;;;;;;;;;;;;;;;;;;;"93,8497";;;;
"513";"Trnavskı";"Galanta";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 240";"Pata";"92553";;;;;;;;;;;"49,766";"84,517";;;;;;;;;;;;;;;;;;"33,3972";;;;
"514";"Trnavskı";"Galanta";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Pusté Sady 43";"Pusté Sady";"92554";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"50,5989";;;;
"515";"Trnavskı";"Galanta";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Hlavná 86";"Pusté Ú¾any";"92528";;;;;;;;;;;"73,4789";"40,3409";;;;;;;;;;;;;;;;;;"33,8764";;;;
"516";"Trnavskı";"Galanta";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špec. základná škola";"Juraja Fándlyho 751";"Sereï";"92601";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"517";"Trnavskı";"Galanta";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"CZŠ sv. Cyrila a Metoda";"Komenského 41";"Sereï";"92601";;;;;;;;;;;"37,5975";"39,1335";;;;;;;;;;;;;;;;;;"17,1059";;;;
"518";"Trnavskı";"Galanta";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium V.Mihálika";"Kostolná 8";"Sereï";"92601";"71,3568";"69,0355";;;;"65,3061";;;;;"44,8598";"48,2143";;;"28,0303";"25";"3,0303";;;;;;;;;;;;;"59,2105";;;;
"519";"Trnavskı";"Galanta";"Samosprávny kraj";"Obchodná akadémia";"Slovenskı";"Stredná odborná škola";"Obchodná akadémia";"Mládenícka 5";"Sereï";"92601";"80,25";;;;"79,7561";"73,057";;"74,0909";;;;;;;"16,8317";"66,8317";;;;;;;;;;;;;;"67,1982";;;;
"520";"Trnavskı";"Galanta";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Ul. Komenského 36";"Sereï";"92601";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"51,6224";;;;
"521";"Trnavskı";"Galanta";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Ulica Fándlyho 763/7A";"Sereï";"92601";;;;;;;;;;;"85,3354";"76,8466";;;;;;;;;;;;;;;;;;"17,8246";;;;
"524";"Trnavskı";"Galanta";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Ulica Komenského 8";"Sereï";"92601";;;;;;;;;;;"47,0359";"58,5938";;;;;;;;;;;;;;;;;;"13,0331";;;;
"525";"Trnavskı";"Galanta";"Obec";"Základná škola";"Maïarskı";"Základná škola";"ZŠ S.Petöfiho s MŠ VJM";"Fuèíkova 425";"Sládkovièovo";"92521";;;;;;;;;;;;"11,4347";"44,0299";"67,1642";"71,8412";"33,8628";"25,5596";;;;;;;;;;;;;"87,2544";;;;
"526";"Trnavskı";"Galanta";"Súkromník";"Stredná odborná škola";"Slovenskı - maïarskı ";"Stredná odborná škola";"Súkromná SOŠ";"Fuèíkova 426";"Sládkovièovo";"92521";;;"17,6471";"82,3529";"33,9024";;;"67,2727";;;;;;;;;;;;;;;;;;;;;;"22,779";;;;
"527";"Trnavskı";"Galanta";"Obec";"Základná škola";"Slovenskı";"Základná škola";"ZŠ s MŠ ako o.z. Spoj.školy";"Školská 1087";"Sládkovièovo";"92521";;;;;;;;;;;"29,6412";"38,6364";;;;;;;;;;;;;;;;;;"44,4178";;;;
